name	description	median_diff
Hs~Ref:NM_006038.1~uORF:IOH14383	spermatogenesis associated 2 (SPATA2)	1900.0
Hs~MGC:BC045626.1~uORF:IOH27484	Homeobox protein PKNOX2	1898.5
Hs~Ref:NM_015687.2~uORF:IOH38763	filamin A interacting protein 1 (FILIP1)	1894.0
Hs~Ref:NM_017850.1~uORF:IOH45670	Uncharacterized protein C1orf109	1892.5
Hs~MGC:NM_152362.1~uORF:IOH10838	tumor necrosis factor, alpha-induced protein 8-like 1 (TNFAIP8L1)	1890.0
Hs~Ref:NM_007362.2~uORF:IOH3243	nuclear cap binding protein subunit 2, 20kDa (NCBP2), transcript variant 1	1877.5
Hs~Ref:NM_145020.1~uORF:IOH22338	coiled-coil domain containing 11 (CCDC11)	1875.0
Hs~MGC:BC027937.1~uORF:IOH11501	retinoic acid induced 2 (RAI2)	1871.5
Hs~Ref:NM_018847.1~uORF:IOH42536	kelch-like 9 (Drosophila) (KLHL9)	1866.0
Hs~MGC:NM_152769.1~uORF:IOH21544	Protein Dos	1863.5
Hs~Ref:NM_006398.2~uORF:IOH59996	Ubiquitin D	1856.0
Hs~Ref:NM_006212.1~uORF:IOH34755	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 (PFKFB2), transcript variant 1	1843.5
Hs~Ref:NM_001009584.1~uORF:IOH40585	armadillo repeat containing, X-linked 6 (ARMCX6), transcript variant 2	1842.0
Hs~Ref:NM_014891.1~uORF:IOH4282	PDGFA associated protein 1 (PDAP1)	1836.0
Hs~Ref:NM_032448.1~uORF:IOH13366	family with sequence similarity 120B (FAM120B)	1836.0
Hs~Ref:NM_015532.2~uORF:IOH12446	glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A (GRINL1A), transcript variant 1	1835.5
Hs~MGC:BC062740.1~uORF:IOH62863	Tropomyosin alpha-3 chain	1834.5
Hs~Ref:NM_020651.2~uORF:IOH26519	pellino homolog 1 (Drosophila) (PELI1)	1831.0
Hs~Ref:NM_001826.1~N/A	CDC28 protein kinase regulatory subunit 1B (CKS1B)	1823.5
Hs~MGC:BC001396.1~uORF:IOH3939	chromosome 9 open reading frame 32 (C9orf32)	1813.5
Hs~Ref:NM_012424.2~N/A	Ribosomal protein S6 kinase delta-1	1802.0
Hs~Ref:NM_001005339.1~uORF:IOH13018	regulator of G-protein signaling 10 (RGS10), transcript variant 1	1797.5
Hs~Ref:NM_014466.2~uORF:IOH27569	tektin 2 (testicular) (TEKT2)	1765.5
Hs~Ref:NM_031443.1~uORF:IOH5157	Malcavernin	1758.0
Hs~Ref:NM_002925.3~uORF:IOH41439	regulator of G-protein signaling 10 (RGS10), transcript variant 2	1746.5
Hs~Ref:NM_006401.1~uORF:IOH3664	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B (ANP32B)	1742.5
Hs~Ref:NM_000993.2~uORF:IOH14051	ribosomal protein L31 (RPL31), transcript variant 1	1741.0
Hs~Ref:NM_004578.2~uORF:IOH5541	RAB4A, member RAS oncogene family (RAB4A)	1740.5
Hs~Ref:NM_012437.2~uORF:IOH3724	SNAP-associated protein (SNAPAP)	1738.0
Hs~MGC:BC004876.1~uORF:IOH5626	Protein MCM10 homolog	1737.5
Hs~MGC:BC019254.1~uORF:IOH12801	Ecto-NOX disulfide-thiol exchanger 2	1733.5
Hs~MGC:BC021723.2~uORF:IOH11630	four and a half LIM domains 5 (FHL5)	1733.0
Hs~Ref:NM_015895.2~uORF:IOH7292	geminin, DNA replication inhibitor (GMNN)	1730.0
Hs~Ref:NM_031845.1~uORF:IOH37776	microtubule-associated protein 2 (MAP2), transcript variant 2	1725.5
Hs~MGC:BC023144.1~uORF:IOH10881	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1723.5
Hs~Ref:NM_004838.2~uORF:IOH12410	homer homolog 3 (Drosophila) (HOMER3)	1716.0
Hs~Ref:NM_016011.2~uORF:IOH53949	Trans-2-enoyl-CoA reductase, mitochondrial	1716.0
Hs~MGC:BC033195.1~uORF:IOH23247	killer cell immunoglobulin-like receptor, three domains, X1 (KIR3DX1)	1708.5
Hs~Ref:NM_145306.1~uORF:IOH9906	chromosome 10 open reading frame 35 (C10orf35)	1705.5
Hs~MGC:NM_153645.1~uORF:IOH11663	nucleoporin 50kDa (NUP50), transcript variant 3	1703.5
Hs~Ref:NM_148176.1~uORF:IOH4678	peptidylprolyl isomerase (cyclophilin)-like 2 (PPIL2), transcript variant 3	1698.0
Hs~Ref:NM_014110.3~uORF:IOH39485	protein phosphatase 1, regulatory (inhibitor) subunit 8 (PPP1R8), transcript variant 1	1696.0
Hs~MGC:BC041831.1~uORF:IOH27713	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila) (TLE3)	1696.0
Hs~Ref:NM_006274.2~uORF:IOH11962	chemokine (C-C motif) ligand 19 (CCL19)	1692.5
Hs~MGC:BC030813.1~uORF:IOH23055	cDNA clone MGC:22645 IMAGE:4700961, complete cds	1692.5
Hs~Ref:NM_004286.2~uORF:IOH14552	GTP binding protein 1 (GTPBP1)	1691.5
Hs~Ref:NM_023930.1~uORF:IOH3701	potassium channel tetramerisation domain containing 14 (KCTD14)	1685.5
Hs~Ref:NM_005441.2~uORF:IOH13577	chromatin assembly factor 1, subunit B (p60) (CHAF1B)	1675.5
Hs~MGC:BC040106.1~uORF:IOH26285	hypothetical protein HSPC111 (HSPC111)	1675.0
Hs~MGC:BC041009.2~uORF:IOH25834	chromosome 9 open reading frame 25 (C9orf25)	1672.5
Hs~MGC:BC051382.1~uORF:IOH28098	magnesium-dependent phosphatase 1 (MDP-1)	1672.5
Hs~Ref:NM_018650.1~CAT:PV4395	Serine/threonine-protein kinase MARK1	1668.5
Hs~Ref:NM_144990.2~uORF:IOH40187	schlafen-like 1 (SLFNL1)	1668.0
Hs~Ref:NM_018047.1~uORF:IOH3012	Pre-mRNA-splicing factor RBM22	1667.5
Hs~MGC:BC014271.2~uORF:IOH13908	endoglin (Osler-Rendu-Weber syndrome 1) (ENG)	1667.0
Hs~MGC:BC029378.1~uORF:IOH23186	telomeric repeat binding factor (NIMA-interacting) 1 (TERF1)	1664.0
Hs~MGC:BC023546.2~uORF:IOH29323	LIM and calponin homology domains 1 (LIMCH1)	1662.0
Hs~Ref:NM_033256.1~uORF:IOH13214	protein phosphatase 1, regulatory (inhibitor) subunit 14A (PPP1R14A)	1656.0
Hs~Ref:NM_001092.3~uORF:IOH39490	active BCR-related gene (ABR), transcript variant 2	1654.5
Hs~MGC:BC000288.1~uORF:IOH3404	CCHC-type zinc finger, nucleic acid binding protein (CNBP)	1653.5
Hs~Ref:NM_003792.1~uORF:IOH10852	endothelial differentiation-related factor 1 (EDF1), transcript variant alpha	1637.0
Hs~Ref:NM_016096.1~uORF:IOH10050	zinc finger protein 706 (ZNF706), transcript variant 2	1631.0
Hs~Ref:NM_030768.2~uORF:IOH12865	integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP)	1625.0
Hs~Ref:NM_015640.1~uORF:IOH22934	SERPINE1 mRNA binding protein 1 (SERBP1), transcript variant 4	1624.5
Hs~Ref:NM_001893.3~CAT:PV3665	casein kinase 1, delta (CSNK1D), transcript variant 1	1621.0
Hs~Ref:NM_000712.3~uORF:IOH7401	biliverdin reductase A (BLVRA)	1619.0
Hs~Ref:NM_023080.1~uORF:IOH13369	chromosome 8 open reading frame 33 (C8orf33)	1615.0
Hs~MGC:BC070334.1~uORF:IOH40810	immunoglobulin kappa constant (IGKC)	1610.0
Hs~MGC:BC011618.2~uORF:IOH13944	Probetacellulin	1610.0
Hs~Ref:NM_001008737.1~uORF:IOH42047	hypothetical LOC401052 (LOC401052)	1609.5
Hs~Ref:NM_145716.2~uORF:IOH39990	single stranded DNA binding protein 3 (SSBP3), transcript variant 1	1608.5
Hs~Ref:NM_003877.3~uORF:IOH13865	suppressor of cytokine signaling 2 (SOCS2)	1607.5
Hs~MGC:BC007072.1~uORF:IOH7380	hypothetical protein MGC12538	1607.5
Hs~MGC:BC006318.1~uORF:IOH6433	erythrocyte membrane protein band 4.9 (dematin) (EPB49)	1597.5
Hs~Ref:NM_001156.2~uORF:IOH5300	annexin A7 (ANXA7), transcript variant 1	1592.0
Hs~MGC:BC002863.2~uORF:IOH5708	chromosome 9 open reading frame 156 (C9orf156)	1585.0
Hs~MGC:BC016395.1~uORF:IOH11318	family with sequence similarity 119, member B (FAM119B)	1582.5
Hs~Ref:NM_005710.1~uORF:IOH13398	polyglutamine binding protein 1 (PQBP1), transcript variant 1	1576.0
Hs~MGC:BC050718.1~uORF:IOH27017	polymerase (DNA directed) kappa (POLK)	1571.0
Hs~MGC:BC009507.1~uORF:IOH13554	ISG15 ubiquitin-like modifier (ISG15)	1567.0
Hs~Ref:NM_020664.3~uORF:IOH9825	2,4-dienoyl CoA reductase 2, peroxisomal (DECR2)	1562.0
Hs~MGC:BC001419.1~uORF:IOH4071	mitochondrial trans-2-enoyl-CoA reductase (MECR)	1555.5
Hs~MGC:BC012575.1~uORF:IOH12167	Zinc finger CCCH domain-containing protein 7A	1555.0
Hs~MGC:BC024187.2~uORF:IOH10699	DEAH (Asp-Glu-Ala-His) box polypeptide 40 (DHX40)	1552.0
Hs~Ref:NM_003159.1~N/A	Cyclin-dependent kinase-like 5	1549.5
Hs~MGC:BC095404.1~uORF:IOH62648	Protein transport protein Sec23B	1549.0
Hs~MGC:BC022988.1~uORF:IOH22366	chromosome 6 open reading frame 65 (C6orf65)	1549.0
Hs~MGC:BC012616.1~uORF:IOH13744	betaine-homocysteine methyltransferase (BHMT)	1543.0
Hs~MGC:BC050616.1~uORF:IOH27025	tumor suppressing subtransferable candidate 4 (TSSC4)	1542.0
Hs~Ref:NM_152387.2~uORF:IOH53987	BTB/POZ domain-containing protein KCTD18	1541.5
Hs~Ref:NM_004196.2~N/A	Cyclin-dependent kinase-like 1	1541.0
Hs~Ref:NM_016417.2~uORF:IOH26709	glutaredoxin 5 (GLRX5)	1541.0
Hs~Ref:NM_001071.1~uORF:IOH4024	thymidylate synthetase (TYMS)	1538.0
Hs~Ref:NM_078630.1~uORF:IOH37755	male-specific lethal 3-like 1 (Drosophila) (MSL3L1), transcript variant 2	1536.5
Hs~Ref:NM_019070.1~uORF:IOH5264	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 (DDX49)	1533.0
Hs~Ref:NM_144664.3~uORF:IOH45592	Protein FAM76B	1532.0
Hs~MGC:BC025276.1~uORF:IOH14043	U3 small nucleolar RNA-associated protein 18 homolog	1530.5
Hs~MGC:BC032466.1~uORF:IOH21695	nicotinate phosphoribosyltransferase domain containing 1 (NAPRT1)	1530.5
Hs~Ref:NM_198204.1~uORF:IOH9777	MAX-like protein X (MLX), transcript variant 2	1524.0
Hs~Ref:NM_001997.2~uORF:IOH1655	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (FAU)	1520.5
Hs~MGC:BC012183.1~uORF:IOH46141	Ubiquilin-like protein	1510.0
Hs~MGC:BC030711.2~uORF:IOH22414	Aprataxin and PNK-like factor	1509.5
Hs~Ref:NM_018216.1~uORF:IOH26341	pantothenate kinase 4 (PANK4)	1506.0
Hs~MGC:BC008094.1~uORF:IOH3305	retinal G protein coupled receptor (RGR)	1503.0
Hs~Ref:NM_016073.2~uORF:IOH10649	hepatoma-derived growth factor, related protein 3 (HDGFRP3)	1501.5
Hs~Ref:NM_023936.1~uORF:IOH4498	mitochondrial ribosomal protein S34 (MRPS34), nuclear gene encoding mitochondrial protein	1500.5
Hs~Ref:NM_001001552.3~uORF:IOH58612	LEM domain-containing protein 1	1500.0
Hs~MGC:BC000896.1~uORF:IOH3226	RAB10, member RAS oncogene family (RAB10)	1499.0
Hs~Ref:NM_016848.2~uORF:IOH11138	SHC-transforming protein 3	1499.0
Hs~Ref:NM_003668.2~uORF:IOH28010	mitogen-activated protein kinase-activated protein kinase 5 (MAPKAPK5), transcript variant 1	1499.0
Hs~MGC:NM_152646.2~uORF:IOH28001	hypothetical protein MGC23270 (MGC23270)	1495.0
Hs~MGC:BC016470.2~uORF:IOH11948	essential meiotic endonuclease 1 homolog 1 (S. pombe) (EME1)	1495.0
Hs~MGC:BC005914.1~uORF:IOH7475	Sp2 transcription factor (SP2)	1495.0
Hs~MGC:BC057783.1~uORF:IOH29271	splicing factor, arginine/serine-rich 2B (SFRS2B)	1493.5
Hs~MGC:BC012945.1~uORF:IOH25802	Uncharacterized protein C19orf57	1491.5
Hs~Ref:NM_016139.2~uORF:IOH3869	coiled-coil-helix-coiled-coil-helix domain containing 2 (CHCHD2)	1490.5
Hs~Ref:NM_005258.2~uORF:IOH1566	GTP cyclohydrolase I feedback regulator (GCHFR)	1489.5
Hs~MGC:BC009010.1~uORF:IOH3292	Uncharacterized protein C6orf142 homolog	1487.5
Hs~MGC:BC047536.1~uORF:IOH27737	sciellin (SCEL)	1485.0
Hs~Ref:NM_001017926.1~uORF:IOH55729	Zinc fingers and homeoboxes protein 1	1484.5
Hs~Ref:NM_130463.2~uORF:IOH58658	V-type proton ATPase subunit G 2	1483.5
Hs~Ref:NM_020961.2~uORF:IOH6104	KIAA1627 protein (KIAA1627)	1482.5
Hs~MGC:BC063451.1~uORF:IOH39854	t-complex 10 (mouse) (TCP10)	1478.0
Hs~Ref:NM_130807.1~uORF:IOH10112	MOB1, Mps One Binder kinase activator-like 2A (yeast) (MOBKL2A)	1476.5
Hs~Ref:NM_003618.2~N/A	Mitogen-activated protein kinase kinase kinase kinase 3	1473.0
Hs~Ref:NM_003092.3~uORF:IOH21977	small nuclear ribonucleoprotein polypeptide B'' (SNRPB2), transcript variant 1	1468.5
Hs~Ref:NM_020234.3~uORF:IOH21971	DTW domain containing 1 (DTWD1)	1466.5
Hs~Ref:NM_004078.1~uORF:IOH1778	cysteine and glycine-rich protein 1 (CSRP1)	1465.0
Hs~Ref:NM_002142.3~uORF:IOH44625	Homeobox protein Hox-A9	1464.0
Hs~Ref:NM_206919.1~uORF:IOH43014	ADP-ribosylation factor-like 9 (ARL9)	1462.0
Hs~Ref:NM_014460.2~uORF:IOH39936	cold shock domain containing C2, RNA binding (CSDC2)	1454.5
Hs~Ref:NM_173060.1~uORF:IOH52621	Calpastatin	1454.5
Hs~Ref:NM_018297.2~uORF:IOH6809	N-glycanase 1 (NGLY1)	1454.0
Hs~MGC:BC000478.2~uORF:IOH3690	heat shock 70kDa protein 9 (mortalin) (HSPA9)	1449.5
Hs~Ref:NM_198517.2~uORF:IOH25922	TBC1 domain family, member 10C (TBC1D10C)	1449.0
Hs~MGC:BC051820.1~uORF:IOH27009	Guanine nucleotide exchange factor for Rab3A	1443.0
Hs~MGC:NM_152266.1~uORF:IOH13579	chromosome 19 open reading frame 40 (C19orf40)	1441.0
Hs~MGC:BC001494.1~uORF:IOH14556	WD repeat domain 57 (U5 snRNP specific) (WDR57)	1433.0
Hs~Ref:NM_080423.1~uORF:IOH23012	protein tyrosine phosphatase, non-receptor type 2 (PTPN2), transcript variant 3	1430.5
Hs~Ref:NM_006148.1~uORF:IOH54875	LIM and SH3 domain protein 1	1429.5
Hs~MGC:BC012576.1~uORF:IOH12217	bromodomain adjacent to zinc finger domain, 2B, mRNA (cDNA clone IMAGE:4290975), complete cds.	1428.5
Hs~MGC:BC017926.1~uORF:IOH13470	hemochromatosis type 2 (juvenile) (HFE2)	1424.5
Hs~Ref:NM_003289.3~uORF:IOH41299	tropomyosin 2 (beta) (TPM2), transcript variant 1	1424.0
Hs~Ref:NM_004571.3~uORF:IOH6384	PBX/knotted 1 homeobox 1 (PKNOX1)	1418.5
Hs~MGC:BC065552.1~uORF:IOH40470	isoleucyl-tRNA synthetase (IARS)	1417.5
Hs~Ref:NM_003955.2~uORF:IOH29563	suppressor of cytokine signaling 3 (SOCS3)	1417.5
Hs~MGC:BC007654.1~uORF:IOH5936	NIF3 NGG1 interacting factor 3-like 1 (S. pombe) (NIF3L1)	1415.5
Hs~MGC:BC016486.2~uORF:IOH61399	lectin, galactoside-binding, soluble, 8 (galectin 8) (LGALS8)	1415.0
Hs~MGC:BC036391.1~uORF:IOH22062	CUG triplet repeat, RNA binding protein 2 (CUGBP2)	1413.5
Hs~Ref:NM_007162.1~uORF:IOH21660	transcription factor EB (TFEB)	1411.0
Hs~MGC:BC005004.1~uORF:IOH4814	family with sequence similarity 64, member A (FAM64A)	1410.0
Hs~MGC:BC027612.2~uORF:IOH11844	EP300-interacting inhibitor of differentiation 3	1406.0
Hs~Ref:NM_005101.1~uORF:IOH54680	Interferon-induced 17 kDa protein	1404.0
Hs~MGC:BC033736.1~uORF:IOH21824	dermatopontin (DPT)	1403.5
Hs~MGC:NM_152376.2~uORF:IOH26515	UBX domain containing 3 (UBXD3)	1402.5
Hs~MGC:BC009046.1~uORF:IOH3394	neurogenic differentiation 1 (NEUROD1)	1402.5
Hs~Ref:NM_004734.1~N/A	doublecortin-like kinase 1 (DCLK1)	1391.0
Hs~MGC:NM_016544.1~uORF:IOH22234	rab and DnaJ domain containing (RBJ)	1390.0
Hs~Ref:NM_025091.2~uORF:IOH35195	chromosome X and Y open reading frame 2 (CXYorf2)	1384.0
Hs~Ref:NM_017822.2~uORF:IOH13333	chromosome 12 open reading frame 41 (C12orf41)	1380.5
Hs~MGC:BC046349.1~uORF:IOH26611	RPA interacting protein (RPAIN)	1379.5
Hs~Ref:NM_015944.2~uORF:IOH12631	amidohydrolase domain containing 2 (AMDHD2)	1378.5
Hs~Ref:NM_032117.1~uORF:IOH23109	Meiotic nuclear division protein 1 homolog	1378.0
Hs~Ref:NM_022140.2~uORF:IOH38016	Band 4.1-like protein 4A	1377.5
Hs~MGC:BC001132.1~uORF:IOH3853	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 (DDX54)	1375.0
Hs~MGC:BC018732.1~uORF:IOH14058	cytochrome b5 reductase 1 (CYB5R1)	1373.0
Hs~Ref:NM_013431.1~uORF:IOH12166	killer cell lectin-like receptor subfamily C, member 4 (KLRC4)	1369.0
Hs~MGC:NM_138778.1~uORF:IOH14208	WD repeat domain 85 (WDR85)	1369.0
Hs~Ref:NM_018492.2~uORF:IOH12390	PDZ binding kinase (PBK)	1368.5
Hs~Ref:NM_005565.2~uORF:IOH11014	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa) (LCP2)	1368.0
Hs~Ref:NM_002713.2~uORF:IOH45768	protein phosphatase 1, regulatory (inhibitor) subunit 8 (PPP1R8), transcript variant 3	1367.5
Hs~Ref:NM_003403.3~uORF:IOH27684	YY1 transcription factor (YY1)	1364.0
Hs~Ref:NM_004738.1~uORF:IOH4934	VAMP (vesicle-associated membrane protein)-associated protein B and C (VAPB)	1364.0
Hs~Ref:NM_134323.1~uORF:IOH6090	TAR (HIV-1) RNA binding protein 2 (TARBP2), transcript variant 1	1361.5
Hs~MGC:BC015059.1~uORF:IOH13646	cutC copper transporter homolog (E. coli) (CUTC)	1356.5
Hs~Ref:NM_004436.1~uORF:IOH3457	endosulfine alpha (ENSA), transcript variant 3	1353.5
Hs~Ref:NM_032641.1~uORF:IOH4981	splA/ryanodine receptor domain and SOCS box containing 2 (SPSB2)	1352.0
Hs~MGC:BC092474.1~uORF:IOH62679	Proline-rich protein 16	1351.5
Hs~MGC:BC099907.1~uORF:IOH62625	General transcription factor II-I	1351.0
Hs~Ref:NM_176783.1~uORF:IOH40962	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) (PSME1), transcript variant 2	1350.0
Hs~Ref:NM_198217.1~uORF:IOH59743	Inhibitor of growth protein 1	1344.5
Hs~Ref:NM_001007025.1~uORF:IOH59792	Golgi SNAP receptor complex member 1	1343.0
Hs~Ref:NM_000366.5~uORF:IOH56864	tropomyosin 1 (alpha) (TPM1), transcript variant 5, mRNA.	1342.5
Hs~MGC:BC014244.1~uORF:IOH12917	reticulon 2 (RTN2)	1342.0
Hs~Ref:NM_003165.1~uORF:IOH52429	Syntaxin-binding protein 1	1339.0
Hs~MGC:BC002677.1~uORF:IOH5269	A.T hook DNA-binding motif-containing protein 1	1338.0
Hs~Ref:NM_032873.3~uORF:IOH6812	Cbl-interacting protein Sts-1 (STS-1)	1335.5
Hs~MGC:BC001351.1~uORF:IOH3711	Four and a half LIM domains protein 3	1335.0
Hs~Ref:NM_138285.3~uORF:IOH56483	Nucleoporin NUP53	1334.5
Hs~Ref:NM_139016.2~uORF:IOH27635	chromosome 20 open reading frame 198 (C20orf198)	1330.5
Hs~MGC:BC062471.1~uORF:IOH40049	chromosome 15 open reading frame 26 (C15orf26)	1327.5
Hs~MGC:BC007048.1~uORF:IOH7230	zinc finger, MYM-type 5 (ZMYM5)	1324.5
Hs~Ref:NM_016816.1~uORF:IOH41283	2',5'-oligoadenylate synthetase 1, 40/46kDa (OAS1), transcript variant 1	1324.5
Hs~MGC:BC022257.1~uORF:IOH12061	lectin, galactoside-binding, soluble, 14 (LGALS14)	1323.5
Hs~Ref:NM_013242.1~uORF:IOH5166	chromosome 16 open reading frame 80 (C16orf80)	1321.0
Hs~MGC:BC013039.1~uORF:IOH13569	Growth arrest and DNA-damage-inducible proteins-interacting protein 1	1318.5
Hs~MGC:BC005026.1~uORF:IOH6532	sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae) (SIRT6)	1314.5
Hs~Ref:NM_016231.2~CAT:PV4309	nemo-like kinase (NLK)	1312.5
Hs~Ref:NM_006205.1~uORF:IOH40356	phosphodiesterase 6H, cGMP-specific, cone, gamma (PDE6H)	1310.5
Hs~Ref:NM_007254.2~uORF:IOH21884	polynucleotide kinase 3'-phosphatase (PNKP)	1309.0
Hs~Ref:NM_005651.1~uORF:IOH7291	tryptophan 2,3-dioxygenase (TDO2)	1309.0
Hs~Ref:NM_178497.2~uORF:IOH44607	Uncharacterized protein C4orf26	1305.0
Hs~MGC:BC000120.1~uORF:IOH4407	general transcription factor IIF, polypeptide 1, 74kDa (GTF2F1)	1295.5
Hs~Ref:NM_178550.3~uORF:IOH59725	Coiled-coil domain-containing protein C1orf110	1293.0
Hs~Ref:NM_205848.1~uORF:IOH43389	synaptotagmin VI (SYT6)	1292.5
Hs~Ref:NM_199331.1~uORF:IOH45816	Homer protein homolog 2	1286.5
Hs~Ref:NM_002103.3~uORF:IOH6268	glycogen synthase 1 (muscle) (GYS1)	1286.0
Hs~Ref:NM_024046.1~uORF:IOH21132	CaM kinase-like vesicle-associated (CAMKV)	1279.5
Hs~MGC:NM_173541.1~uORF:IOH21426	chromosome 10 open reading frame 91 (C10orf91)	1278.0
Hs~MGC:BC017344.1~uORF:IOH13180	isochorismatase domain containing 2 (ISOC2)	1276.5
Hs~Ref:NM_033414.1~uORF:IOH10240	zinc finger protein 622 (ZNF622)	1271.0
Hs~Ref:NM_031483.3~uORF:IOH52904	E3 ubiquitin-protein ligase Itchy homolog	1267.5
Hs~MGC:BC055314.1~uORF:IOH29446	EMG1 nucleolar protein homolog (S. cerevisiae) (EMG1)	1267.0
Hs~Ref:NM_024567.2~uORF:IOH40784	homeobox containing 1 (HMBOX1)	1266.5
Hs~Ref:NM_003384.1~uORF:IOH41408	vaccinia related kinase 1 (VRK1)	1261.5
Hs~MGC:BC046117.1~uORF:IOH26985	dynein, axonemal, light intermediate chain 1 (DNALI1)	1261.0
Hs~Ref:NM_022905.2~uORF:IOH13278	tetratricopeptide repeat domain 23 (TTC23), transcript variant 2	1259.5
Hs~MGC:BC000238.1~uORF:IOH4394	ankyrin repeat and zinc finger domain containing 1 (ANKZF1)	1259.0
Hs~MGC:BC058843.1~uORF:IOH29501	zinc finger and BTB domain containing 8 opposite strand (ZBTB8OS)	1259.0
Hs~MGC:BC025266.1~uORF:IOH23199	taspase, threonine aspartase, 1 (TASP1)	1258.5
Hs~Ref:NM_022156.3~uORF:IOH39856	dihydrouridine synthase 1-like (S. cerevisiae) (DUS1L)	1258.5
Hs~Ref:NM_198219.1~uORF:IOH59467	Inhibitor of growth protein 1	1252.5
Hs~MGC:BC028039.1~uORF:IOH11511	hypothetical protein MGC39900 (MGC39900)	1250.0
Hs~MGC:BC066938.1~uORF:IOH40083	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 (DDX43)	1248.0
Hs~Ref:NM_032958.3~uORF:IOH58649	DNA directed RNA polymerase II polypeptide J-related  [Source:RefSeq peptide;Acc:NP_116581]	1247.0
Hs~Ref:NM_002924.2~uORF:IOH11294	Regulator of G-protein signaling 7	1244.0
Hs~Ref:NM_033137.1~uORF:IOH43469	fibroblast growth factor 1 (acidic) (FGF1), transcript variant 3	1244.0
Hs~MGC:BC100926.1~uORF:IOH63370	D-tyrosyl-tRNA(Tyr) deacylase 1	1243.5
Hs~MGC:BC009779.1~uORF:IOH12227	outer dense fiber of sperm tails 2-like (ODF2L)	1241.0
Hs~Ref:NM_203430.1~uORF:IOH45825	peptidylprolyl isomerase A (cyclophilin A) (PPIA), transcript variant 2	1237.5
Hs~MGC:BC045167.2~uORF:IOH25851	D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae) (DTD1)	1236.5
Hs~MGC:NM_177552.1~uORF:IOH12788	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3 (SULT1A3), transcript variant 2	1234.5
Hs~MGC:BC001120.1~uORF:IOH3920	lectin, galactoside-binding, soluble, 3 (LGALS3)	1232.0
Hs~Ref:NM_001167.2~uORF:IOH21984	baculoviral IAP repeat-containing 4 (BIRC4)	1232.0
Hs~Ref:NM_015607.2~uORF:IOH41553	Uncharacterized protein C1orf77	1225.0
Hs~Ref:NM_001010844.1~uORF:IOH43230	Interleukin-1 receptor-associated kinase 1-binding protein 1	1223.5
Hs~Ref:NM_016185.1~uORF:IOH4078	hematological and neurological expressed 1 (HN1), transcript variant 1	1217.5
Hs~Ref:NM_022476.1~uORF:IOH3844	AKT interacting protein (AKTIP), transcript variant 2	1212.5
Hs~Ref:NM_198252.1~uORF:IOH45790	gelsolin (amyloidosis, Finnish type) (GSN), transcript variant 2	1210.5
Hs~MGC:BC064545.1~uORF:IOH39915	hypothetical protein FLJ35220 (FLJ35220)	1210.0
Hs~MGC:NM_199001.1~uORF:IOH28105	Similar to RIKEN cDNA 2310002J15 gene (MGC59937)	1210.0
Hs~MGC:BC014020.1~uORF:IOH13375	BAI1-associated protein 2 (BAIAP2)	1209.5
Hs~Ref:NM_024294.1~uORF:IOH5168	chromosome 6 open reading frame 106 (C6orf106), transcript variant 1	1208.0
Hs~Ref:NM_004064.2~uORF:IOH1795	cyclin-dependent kinase inhibitor 1B (p27, Kip1) (CDKN1B)	1203.5
Hs~Ref:NM_001001550.1~uORF:IOH13204	growth factor receptor-bound protein 10 (GRB10), transcript variant 3	1203.5
Hs~Ref:NM_001009922.1~uORF:IOH54862	RING finger and CHY zinc finger domain-containing protein 1	1203.5
Hs~MGC:BC023251.1~uORF:IOH25816	KIAA1609, mRNA (cDNA clone MGC:25024 IMAGE:4470095), complete cds	1200.0
Hs~MGC:NM_152261.1~uORF:IOH10854	chromosome 12 open reading frame 23 (C12orf23)	1199.5
Hs~MGC:BC004955.1~uORF:IOH5528	ATPase inhibitory factor 1 (ATPIF1)	1199.0
Hs~MGC:BC038105.2~uORF:IOH27173	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) (MPP7)	1194.5
Hs~MGC:BC001274.1~uORF:IOH3095	cell division cycle 2-like 5 (cholinesterase-related cell division controller) (CDC2L5)	1194.0
Hs~MGC:BC003502.1~uORF:IOH5490	REX2, RNA exonuclease 2 homolog (S. cerevisiae) (REXO2)	1194.0
Hs~MGC:BC014539.1~uORF:IOH12145	secretogranin III (SCG3)	1194.0
